bart_param,predictor,r,p,n,abs_r
beta,Dsoc_r,0.06382095813019573,0.5281521527058033,100,0.06382095813019573
alpha_minus,Dhea_b,-0.0636677238916364,0.5291450938296011,100,0.0636677238916364
beta,BIS2mot,0.06365477073435705,0.5292290717152681,100,0.06365477073435705
omega_0,OSrtLet,0.06365058961111926,0.5313757599507134,99,0.06365058961111926
loss_aversion,BIS1mot,0.06250048401537901,0.5367392404573679,100,0.06250048401537901
omega_0,OSpcOp,-0.06246822838912166,0.5390451498562568,99,0.06246822838912166
omega_0,Deth_b,0.06243045998403558,0.537196531773596,100,0.06243045998403558
alpha_plus,SOEPfin,-0.06208738445719082,0.5394397658277215,100,0.06208738445719082
rho_0,edu,-0.062051666051751664,0.5438615715996141,98,0.062051666051751664
rho_0,R_sh2,0.0613966586735475,0.5439701124240585,100,0.0613966586735475
loss_aversion,BIS1att,0.06131136490567801,0.5445308285349064,100,0.06131136490567801
alpha_minus,CCTpayoff,0.06120614945594471,0.5452228979169039,100,0.06120614945594471
alpha_minus,swrate,0.061177213118800214,0.5454133060745231,100,0.061177213118800214
rho_0,Drec_b,0.06102399391165649,0.5464220669688027,100,0.06102399391165649
alpha_plus,SOEPsoc,-0.06069088625618355,0.5486183082810372,100,0.06069088625618355
alpha_minus,CCTacards,0.06011528803404866,0.5524234198113034,100,0.06011528803404866
rho_0,H_lot,0.060038780362591054,0.552930148137776,100,0.060038780362591054
loss_aversion,ses_moth,-0.059371604343511415,0.5573584982307596,100,0.059371604343511415
rho_0,SOEPdri,-0.05934891511314062,0.5575093953628673,100,0.05934891511314062
alpha_plus,ses_moth,0.05932135337264447,0.557692723974279,100,0.05932135337264447
alpha_minus,OSrtLet,0.059321309084450775,0.5597200315002286,99,0.059321309084450775
beta,SOEPfin,-0.05929229589278663,0.5578860328603609,100,0.05929229589278663
loss_aversion,MUpc,0.0588798124149467,0.5626506089458194,99,0.0588798124149467
beta,Dhea_r,0.05887377467842139,0.560673857123443,100,0.05887377467842139
omega_0,CV,0.05875900673526602,0.5614395001561137,100,0.05875900673526602
omega_0,Drec,0.05845560646416974,0.5634659468343233,100,0.05845560646416974
rho_0,CCTpayoff,0.05840415897870413,0.563809914671869,100,0.05840415897870413
alpha_minus,Drec,-0.058341668568108476,0.5642278472705315,100,0.058341668568108476
loss_aversion,rt_decision,0.05826758106511107,0.5647235308016214,100,0.05826758106511107
alpha_minus,SOEPocc,-0.058102184878305645,0.565830860032539,100,0.058102184878305645
omega_0,household,-0.05805738730409085,0.5701409815916827,98,0.05805738730409085
loss_aversion,MTr.3,-0.0580212448917086,0.5683704156762645,99,0.0580212448917086
alpha_minus,Rexp,-0.05731903993921203,0.5770714228975419,97,0.05731903993921203
rho_0,SSSV,0.05730110187467483,0.5712085949472118,100,0.05730110187467483
